PEAKID,URL,LAT,LON,DESCRIPTION,PROVINCE,DISTRICT,MUNICIPALITY,RANGE,NEPALESE_FEES,FOREIGNER_FEES,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,REGION,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PSTATUS,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO,PCLIMBED,PHOST_DESC,IS_HD_PEAK
RANI,,28.46624,84.6896,,Gandaki Pradesh,Gorkha,,Manaslu,,,Rani Peak,"Lidanda Peak, Himalchuli Northeast","Mansiri Himal (SE of Manaslu, NE of Himalchuli Main)",6693.0,21959.0,15.0,4.0,False,True,False,,,1.0,2.0,"Other map altitudes: 
   6593m - Japan MMW
   6693m - HMG-Finn, Nepa, Shangri La",1970.0,1.0,RANI70101,1970-05-05,"Netherlands, Nepal","Herman Tollenaar, Ang Phurba Sherpa, Mingma Tsering Sherpa, Nima Dorje Sherpa",,,,True,Nepal only,True
RATH,https://nepalhimalpeakprofile.org/rathong,27.59361111111111,88.0911111111111,,Province 1,Taplejung/NI,Phaktanglung/NI,Kanchenjunga,Spring 5000 (NRs),Spring 400 (USD),Rathong,,Simhalila Himal (SW of Kabru on Indian border),6682.0,21923.0,9.0,1.0,True,False,False,,Opened,5.0,2.0,"Other map altitudes:
   6678m - Shangri La, Japan MMW
   6682m - HMG-MT, HMG-Finn, Nepa",1964.0,3.0,RATH64301,1964-10-29,India,"H. P. S. Ahluwalia, Ang Kami Sherpa, Dorje Latoo Sherpa, Nawang Gombu Sherpa",,,,True,Nepal & India,True
RATC,https://nepalhimalpeakprofile.org/ratna-chuli,28.864444444444445,84.37722222222222,"Ratna chuli is located between the border village of Phu (Manang district) and Tibet (China) in north of the Annapurna and Manaslu region. Ratna chuli is the highest peak in the Peri himal range, north west of the Manaslu himal. Lugula himal (6889 m.) is situated 11.83 kms. west of this peak. The nearest mountain, the 7126 m. high Himlung himal is located 11.27 kms. south east.",Gandaki Pradesh,Manang/NC,Nar Phu/NC,Peri,Rs (NRs), (USD),Ratna Chuli,,Peri Himal (NW of Himlung on Tibetan border),7035.0,23081.0,18.0,5.0,True,False,False,,Opened in 2002,4.0,2.0,"Other map altitudes:
   6767m - Shangri La
   7035m - HMG-MT, HMG-Finn",1996.0,3.0,RATC96301,1996-10-14,"Japan, Nepal","Osamu Tanabe, Santa Bahadur Ale, Katsuhiko Sawada, Durge Bahadur Tamang, Tul Bahadur Tamang",,,,True,Nepal & China,True
RAUN,https://nepalhimalpeakprofile.org/raungsiyar,27.907777777777778,86.55944444444444,,Province 1,Dolakha/Solukhumbu,Khumbu Pasang Lhamu/Gaurishankar,Rolwaling,Spring 4000 (NRs),Spring 250 (USD),Raungsiyar,,Rolwaling Himal (N of Pimu),6224.0,20420.0,19.0,2.0,True,False,False,,Opened in 2014,1.0,2.0,"Other map altitudes:
   6224m - HMG-MT, HMG-Finn, Nepa
   6293m - Schneider",2015.0,3.0,RAUN15301,2015-10-04,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa",,,,True,Nepal only,True
RHIM,https://nepalhimalpeakprofile.org/rhimbu,28.559444444444445,85.0475,Rhimbu peak which lies in Shringi sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha,Chum Nubri,Puchen,Spring 4000 (NRs),Spring 250 (USD),Rhimbu,,Shringi Himal (S of Tobsar),6210.0,20374.0,5.0,4.0,True,False,False,,Opened in 2014,1.0,1.0,"Other map altitudes:
   6120m - HMG-MT, HMG-Finn, Nepa",,0.0,,,,Unclimbed,,,,False,Nepal only,True
ROKN,https://nepalhimalpeakprofile.org/rolwaling-khang-north,27.9163,86.5308,,Bagmati Pradesh,Dholkha,Gaurishankar,Rolwaling,Spring 5000 (NRs),Spring 400 (USD),Rolwaling Khang North,,,6526.0,21411.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
ROLK,https://nepalhimalpeakprofile.org/rolwaling-khang,27.8975,86.5231,,Bagmati Pradesh,Dholkha,Gaurishankar,Rolwaling,Spring 5000 (NRs),Spring 400 (USD),Rolwaling Kang,Rolwaling Khang,Rolwaling Himal (NNE of Tarkago),6664.0,21864.0,19.0,2.0,True,False,False,,Opened in 2014,1.0,2.0,"Other map altitudes:
   6662m - Schneider
   6664m - HMG-MT, HMG-Finn, Nepa",2016.0,3.0,ROLK16301,2016-10-19,Japan,"Yasuhiro Hanatani, Yuichiro Iida, Maho Ishio, Yohei Kayama, Keisuke Tsunoda, Takuya Yoshikawa",,,,True,Nepal only,True
ROLM,https://nepalhimalpeakprofile.org/rolmi,28.567777777777778,85.05027777777778,Rolmi which is part of the Shringi sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha,Chum Nubri,Puchen,Spring 4000 (NRs),Spring 250 (USD),Rolmi,,Shringi Himal (S of Tobsar),6056.0,19869.0,5.0,4.0,True,False,False,,Opened in 2014,1.0,2.0,"Other map altitudes:
   6056m - HMG-MT, HMG-Finn",2017.0,3.0,ROLM17301,2017-10-01,Nepal,"Narendra Shahi, Iman Gurung, Samir Gurung",,,,True,Nepal only,True
ROMA,,29.804326,81.347198,,Sudhurpashchim Pradesh,Bajhang,,Saipal,,,Roma,Mt. Roma,Saipal Himal (SW of Saipal),5407.0,17740.0,20.0,7.0,True,False,False,,Delisted in 2014,1.0,1.0,,,0.0,,,,Unclimbed?,,,,False,Nepal only,True
LUNR,https://nepalhimalpeakprofile.org/rongshar-ri-i,28.051424,86.549701,Rongshar Ri I is part of the Mahalangur range of the Nepalese Himalayas and is located in the Solukhumbu district of Eastern Nepal.,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD),Lunag Ri,"Lunag I, Rongshar Ri I, Ondrej Peak",Rolwaling Himal (SW of Nangpa La on Tibetan border),6895.0,22621.0,19.0,2.0,False,True,False,,Requires permit for Jobo Rinjang,4.0,1.0,"Other map altitudes:
   6895m - HMG-Finn
   6900m - HMG-MT
   6907m - Schneider, Japan MMW",,0.0,,,,,,,,False,Nepal & China,True
LUNW,https://nepalhimalpeakprofile.org/rongshar-ri-ii,28.05,86.534866,,Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 5000 (NRs),Spring 400 (USD),Lunag West,"Lunag West,Little Lunag",Rolwaling Himal (W of Lunag I on Tibetan border),6492.0,21299.0,19.0,2.0,False,True,False,,Requires permit for Jobo Rinjang,4.0,2.0,"Other map altitudes:
   6492m - HMG-Finn
   6507m - Schneider
",2013.0,3.0,LUNW13301,2013-10-22,USA,"Scott Adamson, Chris Wright",,,,True,Nepal & China,True
SAIE,https://nepalhimalpeakprofile.org/saipal-east,29.891111111111112,81.50055555555555,,Karnali Pradesh,Humla/Bajhang,Namkha/Kanda,Saipal,Spring 5000 (NRs),Spring 400 (USD),Saipal East Humla,,Saipal Himal (NE of Saipal),6925.0,22720.0,20.0,7.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   6907m - HMG-MT
   6922m - Japan MMW, Leomann
   6925m - HMG-Finn

Saipal East Humla is a subpeak on the NE Ridge of Saipal (HMG-Finn shows 6925m, whereas HMG-MT lists a lesser peak of 6907m between 6925m and the main summit of 7030m).",1990.0,3.0,SAIP90301,1990-10-26,"Switzerland, Nepal","Jacques Montaz, Tendi Sherpa",Saipal East Humla is a subpeak on the NE Ridge of Saipal,,,True,Nepal only,True
SAIP,https://nepalhimalpeakprofile.org/saipal,29.88777777777777,81.49472222222222,,Karnali Pradesh,Humla/Bajhang,Namkha/Kanda,Gurans,Spring 6000 (NRs),Spring 500 (USD),Saipal,,Saipal Himal,7030.0,23064.0,20.0,7.0,True,False,False,,Opened,1.0,2.0,"Other map altitudes:
   7030m - HMG-MT, HMG-Finn, Nepa
   7031m - Japan MMW, Leomann",1963.0,3.0,SAIP63301,1963-10-21,"Japan, Nepal","Katsuotoshi Hirabayashi, Pasang Phutar Sherpa (I)",,,"E Side (AAJ 67:237 1993)

Saipal BC Map (Jonas, Ho Pasang, pg 3)
Api-Nampa-Saipal Map (Ghiglione, pg 160)",True,Nepal only,True
SHAL,https://nepalhimalpeakprofile.org/salbachum,28.271666666666665,85.63444444444445,Salbachum peak which lies in the Langtang sub range of the Nepalese Himalayas is located in the Rasuwa district of Central Nepal.,Bagmati Pradesh,Rasuwa/NC,Gosai Kunda/NC,Langtang,Spring 5000 (NRs),Spring 400 (USD),Shalbachum,"Salbachum, Phrul Rangtshan Ri",Langtang Himal (E of Langtang Lirung on Tibetan border),6707.0,22005.0,13.0,3.0,True,False,False,,Opened in 2003,4.0,2.0,"Other map altitudes:
   6690m - Austria Alpenvereins
   6707m - HMG-MT, HMG-Finn, Nepa, Shangri La
   6918m - Japan MMW",1959.0,3.0,SHAL59301,1959-10-25,"Japan, Nepal","Sadao Hojo, Tetsuro Terahata, Dawa Thondup Sherpa, Pasang Temba Sherpa",,,,True,Nepal & China,True
SALD,https://nepalhimalpeakprofile.org/saldim,27.82138888888889,87.17305555555556,,Province 1,Sankhuwasabha/NC,Makalu/Bhot,Mahalangur,Rs (NRs), (USD),Saldim,Peak 5,Makalu Himal (ENE of Shershon village on Tibetan border),6374.0,20912.0,14.0,2.0,True,False,False,,Opened in 2003,4.0,1.0,,,0.0,,,,Unclimbed,,,,False,Nepal & China,True
SALW,https://nepalhimalpeakprofile.org/saldim-west,27.824166666666667,87.15916666666668,Saldim West which is part of the Mahalangur range of the Nepalese Himalayas is located in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Spring 4000 (NRs),Spring 250 (USD),Saldim West,"Peak 5, Saldim Ri, Yaphu Ri",Makalu Himal (ENE of Shershon village on Tibetan border),6388.0,20958.0,14.0,2.0,True,False,False,,Opened in 2003,4.0,2.0,"Other map altitudes:
   6374m - HMG-MT
   6388m - HMG-Finn, HMG-MT
   6404m - Shangri La, Japan MMW

Nepa map incorrectly labels a 6432m peak west of Yaupa as Peak 5. True Peak 5 (aka Saldim) is SE of Yaupa on Tibetan border.

Some locals consider Peak 5 (Saldim West) and Saldim to be two distinct peaks of 6388m (Peak 5/Yaphu Ri) and 6374m (Saldim) that are near each other. The Ministry now considers Peak 5 (Saldim West) and Saldim to be distinct peaks.",2016.0,3.0,SALW16301,2016-11-01,Romania,"Vlad Capusan, Zolt Torok",,,,True,Nepal & China,True
SAMD,https://nepalhimalpeakprofile.org/samdo-peak,28.63611111111111,84.69722222222222,Samdo Peak which lies in the Kutang sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Mansiri,Spring 4000 (NRs),Spring 250 (USD),Samdo,,Manaslu Himal (NNE of Panpoche 1 & 2 on Tibetan border),6335.0,20784.0,15.0,4.0,True,False,False,,Opened in 2003,4.0,2.0,"Other map altitudes:
   6335m - HMG-MT, HMG-Finn, Nepa",2009.0,3.0,SAMD09302,2009-10-20,Japan,"Yasuke Kuramoto, Yoshitaka Kameoka, Kohei Kotani, Seiya Nakasukasa, Daisuke Nakatsuka, Hiroki Yamamoto",,,,True,Nepal & China,True
SAMJ,https://nepalhimalpeakprofile.org/samjang,28.7862,83.0812,,Lumbini,Dolpa/Rukum,Kaike/Putha,Dhaulagiri,,,Samjang,,,5924.0,19435.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
SANB,,28.926972,84.167488,Sano Bhrikuti (6 301m/20 673ft a.s.l.) is a mountain in the Himalayas in Nepal. The prominence is 0m/0ft.By elevation Sano Bhrikuti is# 54 out of 119 in Annapurna Conservation Area# 89 out of 216 in Western Development Region# 27 out of 71 in MustangBy prominence Sano Bhrikuti is# 71 out of 71 in Mustang,Gandaki Pradesh,Mustang/Myagdi,,Damodar,,,Sano Bhrikuti,,Damodar Himal (ENE of Bhrikuti),6328.0,20761.0,3.0,2.0,False,True,False,,,1.0,2.0,"Other map altitudes:
   6328m - HMG-Finn, Nepa",2017.0,1.0,BHRS17101,,Switzerland,"Erwin Jacomet, et al.",Made ski descent,,,True,Nepal only,True
SANC,https://nepalhimalpeakprofile.org/sanctuary-peak,29.42388888888889,82.62583333333333,Sanctuary Peak which lies in the Kanjiraba sub range of the Nepalese Himalayas is located in the Mugu and Dolpa District of Mid-Western Nepal.,Karnali Pradesh,Mugu/Dolpa,Jagdulla/Mugu,Kanjiroba,Spring 4000 (NRs),Spring 250 (USD),Sanctuary Peak,,Kanjiroba Himal (N of Kanjiroba North),6207.0,20364.0,10.0,7.0,True,False,False,,Opened in 2014,1.0,1.0,"Other map altitudes:
   6207m - HMG-MT, HMG-Finn, Nepa",,0.0,,,,Unclimbed,,,,False,Nepal only,True
SANK,,28.941935,84.133556,Sano Kailash (6 409m/21 027ft a.s.l.) is a mountain in the Himalayas in Nepal. The prominence is 213m/699ft.By elevation Sano Kailash is# 37 out of 119 in Annapurna Conservation Area# 67 out of 216 in Western Development Region# 14 out of 71 in MustangBy prominence Sano Kailash is# 63 out of 119 in Annapurna Conservation Area# 36 out of 71 in Mustang,Gandaki Pradesh,Mustang/Myagdi,,Damodar,,,Sano Kailash,,,6452.0,21168.0,3.0,5.0,False,True,False,,,1.0,2.0,"Other map altitudes:
   6425m - Nepa
   6452m - HMG-Finn",2019.0,1.0,SANK19101,2019-04-28,"Austria, Nepal","Wolfgang Drexler, Lawang Tamang",,,,True,Nepal only,True
SARI,https://nepalhimalpeakprofile.org/saribung,28.884444444444444,84.1738888888889,,Gandaki Pradesh,Mustang/Manang,Nar Phu/Dalome,Damodar,Spring 4000 (NRs),Spring 250 (USD),Saribung,Selibung,Damodar Himal (W of Bhrikuti),6328.0,20761.0,3.0,5.0,True,False,False,,Opened in 2002,1.0,2.0,"Other map altitudes:
   6328m - HMG-MT, HMG-Finn, Nepa

Leomann map shows another peak as Saribung (in error).",2003.0,3.0,SARI03301,2003-10-15,USA,"Jim Frush, Steve Furman",,,,True,Nepal only,True
SATO,https://nepalhimalpeakprofile.org/sat-peak,27.711111111111112,87.91416666666667,,Province 1,Taplejung,Phaktanglung,Kanchenjunga,Spring 4000 (NRs),Spring 250 (USD),Sat Peak,Sato Peak,Ohmi Kangri Himal (N of Sharphu range),6164.0,20223.0,6.0,1.0,True,False,False,,Opened in 2002,1.0,1.0,"Other map altitudes:
   6164m - HMG-MT, HMG-Finn

The location of SAT peak is unclear. 

The Ministry lists a permit for SAT peak (6164m) which is south of the Sharphu range.

Older Japanese maps show a SATO peak (with no altitude specified) north of the Sharphu range just south of Nupchu.",,0.0,,,,Unclimbed?,Possibly climbed by Japanese in 1960s as Nupchu,,,False,Nepal only,True
SAUL,https://nepalhimalpeakprofile.org/saula,28.61388888888889,84.75611111111111,Saula peak which lies in Kutang sub range of the Nepalese Himalayas is located in the Gorkha district of Western Nepal.,Gandaki Pradesh,Gorkha/NC,Chum Nubri/NC,Kutang,Spring 4000 (NRs),Spring 250 (USD),Saula,,Manaslu Himal (ENE of Samagaon on Tibetan border),6235.0,20456.0,15.0,4.0,True,False,False,,Opened in 2014,4.0,2.0,"Other map altitudes:
   6235m - HMG-MT, HMG-Finn",2022.0,1.0,SAUL22101,2022-05-03,Japan,"Diajo Saito, Akihiro Shigenobu",,,,True,Nepal & China,True
SENP,https://nepalhimalpeakprofile.org/senup,27.8656,87.7811,,Province 1,Taplejung/NC,Phaktanglung/NC,Umbak,Spring 4000 (NRs),Spring 250 (USD),Senup,,,6257.0,20528.0,,,False,,,,Proposed to open,,,,,,,,,,,,,,,False
EVER,https://nepalhimalpeakprofile.org/sagarmatha,27.9881,86.9281,"Mount Everest has long been revered by the local people. It has the most
common Tibetan name, Chomolungma, meaning “Goddess Mother of the
World” or “Goddess of the Valley.” The Sanskrit or Nepali name
“Sagarmatha” literally means “Peak of Heaven.” Its identity as the highest
point on the Earth’s surface was not recognized until 1852. The fact was
revealed by the governmental Survey of India in 1852. In 1865, the mountain
referred to as Peak XV was renamed as Mount Everest in honour of Sir
George Everest, the British surveyor general of India from 1830 to 1843.
Mount Everest is part of the longest Himalayan range, Mahalangur range, of
the Nepal Himalayas. It is at an elevation of 8,848 m in Khumjung Village
Development Committee under Khumbu Pasang Lhamu rural municipality in
Solukhumbu District in Eastern Development Region of Nepal. It is open for
expeditions. It takes approximately 84 days to summit the peak. A flight to
Lukla is the entry point for Sagarmatha. Sir Edmund Hillary and Tenzing
Norgay Sherpa were the first to ascent the highest peak on May 29, 1953.
The caravan route for Sagarmatha begins from Lukla to Jorsalle to Namche to
Khumjung to Pheriche to Lobuche to Gorakshep and finally to the Base Camp.
The total distance of the caravan route through Pheriche is 51.2 km. The total
climbing route is 11.2 km. The nearest settlement to Sagarmatha is Lobuche at
a distance of 8.3 km. The nearest police post and army post are at Namche at a
distance of 34.1 km. The nearest health post is located at Pheriche which is
51.2 km from Sagarmatha. The nearest tourist post to the peak is situated at
Lukla which is 51.2 km away.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Khumbu,Normal Route Spring 75000 (NRs),Normal Route Spring 11000 (USD),Everest,"Sagarmatha, Chomolungma, Qomolungma",Khumbu Himal,8849.0,29032.0,12.0,2.0,True,False,False,,Opened,4.0,2.0,"Other map altitudes:
   8850m - National Geographic Society/Brad Washburn (1999)
   8848m - HMG-MT, HMG-Finn, Nepa, Shangri La, Schneider, Japan MMW
   8844m - Chinese Gov't

Everest was resurveyed in November 1999 and the altitude was changed from 8848m to 8850m.

Altitude milestones on Everest:
  Normal south side BC - 5300-5400m
  Normal C1 - 5900-6100m
  Normal C2 - 6400-6500m
  Btm of Lhotse Face - 6800m
  Normal C3 - 7100-7300m
  Yellow Band - 7500-7600mm
  South Col (Normal C4) - 7900-7950m
  Balcony - 8400m
  S Summit - 8750m
  Hillary Step - 8760m (12m)

  Normal north side BC - 5200m
  Intermediate (Yak) Camp - 5800m 
  Normal ABC - 6400-6500m
  North Col Wall (base) - 6700m
  North Col - 7000m
  1st Step - 8450-8500m
  Green Boots Cave - 8530m
  Mushroom Rock - 8550m
  Yellow Band - 8600m
  2nd Step - 8570-8680m
  3rd Step - 8690-8700m
",1953.0,1.0,EVER53101,1953-05-29,"New Zealand, India","Edmund Hillary, Tenzing Norgay Sherpa",,Dyhrenfurth history 1921-1980 (MM 76:30-39 Nov 1980),"NE Ridge, N Ridge, N Face (High 167:70 Oct 1996)
NE Ridge from Rongphu Glacier (High 167:71 Oct 1996)
NE Side (High 205:67 Dec 1999)
SE Ridge from Lhotse (High 198:36 May 1999)
W Side from Pumori (High 226:60 Sep 2001)
E Face (MM 124:FrntCvr,25 Nov 1988)
ENE Ridge (MM 86:9 Jul 1982)
SW Face (MM 47:19 Jan 1976) (with 1969-75 expedition routes)
N Face (AAJ 71:23 1997) (Kammerlander ski route)
E Face (AAJ 63:5-7 1989)",True,Nepal & China,True
SHA2,https://nepalhimalpeakprofile.org/shartse-ii,27.949166666666667,86.98527777777778,Shartse II which lies in the Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu and Sankhuwasabha district of Eastern Nepal.,Province 1,Solukhumbu/Sankhuwasabha,Makalu/Khumbu,Khumbu,Spring 6000 (NRs),Spring 500 (USD),Shartse II,Junction Peak,Khumbu Himal (E of Lhotse Shar on Tibetan border),7457.0,24465.0,12.0,2.0,True,False,False,,Opened,4.0,2.0,"Other map altitudes:
   7444m - NGS/Washburn Everest
   7457m - HMG-MT, HMG-Finn, Kielkowski
   7459m - Shangri La
   7502m - Schneider, Japan MMW

Kielkowski:

Higher W Peak (7591m) known as Peak 38 prior to 1983
         renamed to Shartse II in 1983
         renamed to Shanti Shikhar in 1991
         now also known as Shartse

Lower  E Peak (7457m) known as Junction Peak prior to 1983
         renamed to Shartse I in 1983
         renamed to Shartse II in 1991",1974.0,1.0,SHA274101,1974-05-23,"Austria, W Germany","Kurt Diemburger, Hermann Warth",,,,True,Nepal & China,True
SHAR,https://nepalhimalpeakprofile.org/shanti-shikhar,27.955277777777777,86.9675,"Shanti Shikhar, which lies in the Mahalangur range of the Nepalese Himalayas is located in the Solukhumbu district of Eastern Nepal.",Province 1,Solukhumbu/NC,Khumbu Pasang Lhamu/NC,Mahalangur,Spring 8000 (NRs),Spring 600 (USD),Shartse,"Peak 38, Shanti Shikhar",Khumbu Himal (E of Lhotse Shar on Tibetan border),7591.0,24905.0,12.0,2.0,True,False,False,,Opened,4.0,1.0,"Other map altitudes:
   7589m - Shangri La, Schneider, Japan MMW
   7590m - NGS/Washburn Everest
   7591m - HMG-MT, HMG-Finn, Nepa, Kielkowski

Kielkowski:

Higher W Peak (7591m) known as Peak 38 prior to 1983
         renamed to Shartse II in 1983
         renamed to Shanti Shikhar in 1991
         now also known as Shartse

Lower  E Peak (7457m) known as Junction Peak prior to 1983
         renamed to Shartse I in 1983
         renamed to Shartse II in 1991",,0.0,,,,Unclimbed,,,,False,Nepal & China,True
SHER,https://nepalhimalpeakprofile.org/sherson,27.8339,87.1289,Sherson which lies in the Mahalangur range of the Nepalese Himalayas is located in the Sankhuwasabha district of Eastern Nepal.,Province 1,Sankhuwasabha/NC,Makalu/NC,Mahalangur,Spring 4000 (NRs),Spring 250 (USD),Shershon,Peak 3,Makalu Himal (NE of Shershon village on Tibetan border),6432.0,21102.0,14.0,2.0,True,False,False,,Opened in 2003,4.0,1.0,"Other map altitudes:
   6432m - HMG-MT, HMG-Finn, Nepa (incorrectly labeled Peak 5)

Nepa map incorrectly labels a 6682m peak southeast of Makalu as Peak 3. True Peak 3 (aka Shershon) is WSW of Yaupa on Tibetan border. The 6682m peak is now called Shershon Northwest by the Ministry.",,1.0,,,,Unclimbed,,,,False,Nepal & China,True
